Dept,Course,Last Name,Term,Year,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Course Workload,I would recommend this course,I attended class,Inspired to learn subject matter,Number Invited,Number of Survey Responses,Course Code
IMI,ADV CONCEPTS IN STRATEGIC MGMT MGT2004HYLEC0101,Yousie,Summer,2022,44,45,44,44,45,43,45,45,,46,37,35,
UMMGT,Financial Modeling MGT341H5S PRA9102,Yung,Winter,2022,44,44,43,42,44,41,37,46,,39,41,23,MGT341H5
FGI,Functional FrenchNovice FSL105H5SLEC9101,Farsandaj,Winter,2022,44,48,46,49,48,45,27,45,,45,34,13,FSL105H5
UMMGT,HR Planning MGM365H5SLEC9101,Notenboom,Winter,2022,44,45,45,45,44,44,31,43,,39,23,13,MGM365H5
HISCL,High Roman Empire 68305 CE CLA369H5SLEC0101,Bennardo,Winter,2022,44,48,48,44,46,42,38,42,,44,12,6,CLA369H5
UMECO,Interntl Trade Theory ECO364H5SLEC9101,Gagnon,Winter,2022,44,44,46,46,45,42,3,41,,43,117,14,ECO364H5
UMECO,Interntl Trade Theory ECO364H5SLEC9102,Gagnon,Winter,2022,44,42,43,45,45,42,3,41,,39,117,17,ECO364H5
MCS,Intro Algebraic Cryptography MAT302H5SLEC9102,Burton,Winter,2022,44,47,46,46,47,44,25,46,,42,62,11,MAT302H5
MCS,Intro Artificial Intel CSC384H5SLEC9101,Allin,Winter,2022,44,47,49,46,45,44,3,45,,42,69,13,CSC384H5
ANTRL,Intro Bio Ant  Arch ANT101H5SLEC9102,Fukuzawa,Winter,2022,44,45,49,45,45,43,26,45,,41,385,82,ANT101H5
UMPOL,Intro Cdn Enviro Law Policy II JPE252H5SLEC0101,Thorn,Winter,2022,44,48,48,44,45,46,33,41,,46,27,8,JPE252H5
FGI,Intermediate Urdu URD312Y5YLEC9101,Hashmi,Winter,2022,44,41,45,43,44,4,31,48,,45,25,8,URD312Y5
UMPOL,International law POL340Y5YLEC9101,Kotsovilis,Winter,2022,44,46,45,42,44,45,33,41,,43,46,14,POL340Y5
MCS,Ideas of Mathematics MAT392H5SLEC0101,Wesslen,Winter,2022,44,45,46,42,42,45,31,47,,46,29,11,MAT392H5
CHMPS,Instrum Analyt Chem CHM311H5SLEC6101,Shahmuradyan,Winter,2022,44,45,46,41,43,42,33,4,,4,106,21,CHM311H5
UMPSY,Intro Psychology PSY100Y5YPRA9107,Graham,Winter,2022,44,46,45,36,39,41,28,4,,41,84,18,PSY100Y5
UMPSY,Intro Psychology PSY100Y5YLEC9101,Urbszat,Winter,2022,44,45,4,4,4,38,33,39,,4,436,94,PSY100Y5
UMPSY,Intro Psychology PSY100Y5YPRA9101,Graham,Winter,2022,44,44,45,42,41,41,25,42,,42,74,13,PSY100Y5
ICC,Crit Reading Listening WRI340H5SLEC0101,Dittrich,Winter,2022,44,4,44,44,42,38,32,38,,38,12,5,WRI340H5
MCS,Data Struct Analys CSC263H5SLEC9101,Zhu,Winter,2022,44,39,44,36,35,36,35,36,,35,81,19,CSC263H5
ICC,Digital Marketing II DEM CCT354H5SLEC0101,Yoo,Winter,2022,44,48,48,42,46,4,28,44,,42,24,5,CCT354H5
FGI,Equity  Diversity in Educat EDS220H5SLEC9101,Coulson,Winter,2022,44,45,47,45,46,44,25,42,,4,132,28,EDS220H5
ICC,Creative NonFiction WRI173H5SLEC9105,Maddalena,Winter,2022,44,46,47,46,47,47,26,49,,44,27,7,WRI173H5
ENGDR,Creative Writing ENG289H5SLEC9101,Bouvier,Winter,2022,44,44,4,44,46,39,32,42,,42,67,14,ENG289H5
UMGGR,City Planning  Development GGR361H5SLEC9101,Walks,Winter,2022,44,45,47,44,46,46,33,43,,43,64,12,GGR361H5
ICC,Communication and Advertising CCT316H5SLEC9101,Moir,Winter,2022,44,44,44,4,41,39,31,4,,38,50,11,CCT316H5
UMMGT,Can Income Tax 11 MGT429H5SLEC0102,Iqbal,Winter,2022,44,46,46,46,46,43,35,4,,41,40,19,MGT429H5
CHMPS,Chemical Principles 2 CHM120H5SLEC9102,Armstrong,Winter,2022,44,45,49,44,45,43,34,42,,4,444,205,CHM120H5
UMPSY,Childs Thin Cog Dev Soc Wrld PSY312H5SLEC9101,Ronfard,Winter,2022,44,44,41,39,4,36,34,36,,38,56,12,PSY312H5
MCS,Calculus of Several Variables MAT232H5SLEC9101,Hossain,Winter,2022,44,46,46,46,44,44,33,42,,38,79,20,MAT232H5
UMPSY,Hearing  Hearing Disorders PSY385H5FLEC0101,Wolfe,Fall,2022,44,48,44,42,44,38,3,44,,46,15,5,PSY385H5
UMMGT,Intermediate Accounting II MGT225H5FLEC0101,Thomas,Fall,2022,44,48,44,46,42,44,4,34,,38,16,5,MGT225H5
UMECO,Internatnl Monetary Economics ECO365H5FLEC0101,Gagnon,Fall,2022,44,46,44,43,45,41,27,43,,38,128,21,ECO365H5
FGI,Intro Psycholin Lan Acquisit LIN288H5FLEC0101,Atkinson,Fall,2022,44,44,46,43,43,34,29,36,,43,12,7,LIN288H5
HISCL,Intro Roman Culture  Society CLA233H5FLEC0101,Cleverley,Fall,2022,44,47,48,47,47,46,3,45,,44,35,9,CLA233H5
UMSOC,Gendered Identities SOC359H5FLEC0101,Scheibling,Fall,2022,44,46,49,47,46,43,29,44,,45,37,16,SOC359H5
ANTRL,Forensic Pathology FSC401H5FLEC0101,Watamaniuk,Fall,2022,44,47,44,41,42,4,35,4,,41,17,13,FSC401H5
UMPSY,Forensic Psychology PSY344H5FLEC0101,Urbszat,Fall,2022,44,47,42,3,33,36,3,38,,39,112,21,PSY344H5
UMGGR,Env Remote Sensing GGR337H5FLEC0101,Murfitt,Fall,2022,44,46,46,44,44,41,36,37,,44,112,18,GGR337H5
UMMGT,Can Income Tax 1 MGT423H5FLEC0101,Iqbal,Fall,2022,44,45,45,44,44,43,36,39,,42,21,16,MGT423H5
UMMGT,Business Finance I MGT231H5FLEC0105,Kirsch,Fall,2022,44,45,47,46,45,44,32,41,,4,65,10,MGT231H5
UMMGT,Coding for Business MGT201H5FPRA0101,Chen,Fall,2022,44,45,46,44,44,43,28,39,,38,36,16,MGT201H5
FGI,Classical Chinese Literature CHI311H5FLEC0101,Li,Fall,2022,44,46,49,49,49,5,3,49,,49,22,7,CHI311H5
ISUP,Bscs of Writing in Eng BoWiE ISP010H5FLEC0102,Batacharya,Fall,2022,44,46,48,48,48,46,3,44,,4,20,5,ISP010H5
CHMPS,Analy Phy Chm Instr Lab I CHM396H5FPRA0101,Ogata,Fall,2022,44,44,44,42,44,4,4,35,,39,17,17,CHM396H5
CHMPS,Analy Phy Chm Instr Lab I CHM396H5FPRA0102,Ogata,Fall,2022,44,44,45,43,43,38,44,32,,38,18,17,CHM396H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0113,BlaauwHara,Winter,2023,44,45,5,46,46,46,26,45,,36,28,19,ISP100H5
ICC,Writing for Academic Sciences WRI306H5SLEC0101,Maddalena,Winter,2023,44,46,47,47,48,47,26,47,,41,34,10,WRI306H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5SLEC0120,Allen,Winter,2023,44,42,48,43,43,4,29,42,,37,21,9,ISP100H5
ANTRL,Adv Sem in Biol Anth  Archae ANT432H5FLEC0101,Bolt,Fall,2022,44,44,44,44,46,44,36,42,,48,11,5,ANT432H5
UMMGT,Marketing and Behavioural Econ MGT452H5FLEC0101,Kim,Fall,2022,44,46,43,4,42,42,3,43,,43,50,9,MGT452H5
UMBIO,Medicinal Plants Human Health BIO368H5FLEC0101,Bergman,Fall,2022,44,44,46,39,37,34,36,35,,37,40,10,BIO368H5
ICC,Mind Media and Representation CCT314H5FLEC0101,Maharajh,Fall,2022,44,45,47,44,46,42,31,39,,35,71,32,CCT314H5
MCS,Intro to Mathem Proofs MAT102H5FLEC0102,Fuchs,Fall,2022,44,45,45,43,41,4,4,32,,36,126,41,MAT102H5
MCS,Intro to Machine Learning CSC311H5FLEC0101,Zhang,Fall,2022,44,41,44,41,41,41,4,41,,42,59,9,CSC311H5
UMPHL,Issues in Normative Ethics PHL374H5FLEC0101,Yarandi,Fall,2022,44,43,44,41,4,41,33,44,,44,46,10,PHL374H5
UMPSY,Introduction to Neuroscience  PSY290H5FLEC0101,Ellegood,Fall,2022,44,45,45,43,43,42,33,42,,43,221,63,PSY290H5
MCS,Introduction to Real Analysis MAT337H5FLEC0101,Liokumovich,Fall,2022,44,4,49,44,44,39,43,33,,41,24,7,MAT337H5
FGI,Introductory Ancient Greek I GRK211H5FLEC0101,Barker,Fall,2022,44,44,46,4,42,38,26,26,,34,9,5,GRK211H5
UMBIO,Selected Topics in Biology I BIO483H5FLEC0101,Walters,Fall,2022,44,46,46,4,4,4,32,38,,38,18,5,BIO483H5
FGI,Reading Confucianism CHI408H5FLEC0101,Chen,Fall,2022,44,46,47,46,46,43,29,44,,41,32,20,CHI408H5
UMPHL,Puzzles and Paradoxes PHL258H5FLEC0101,Charlow,Fall,2022,44,47,48,43,45,43,28,42,,43,56,16,PHL258H5
ANTRL,Rel Violence  Nonviolence ANT369H5FLEC0101,Anthony,Fall,2022,44,44,47,41,46,39,33,42,,37,26,16,ANT369H5
ICC,Remote Work Tech Collaboration CCT404H5FLEC0101,Smit,Fall,2022,44,43,47,44,46,44,28,47,,45,59,13,CCT404H5
UMGGR,Restoration Ecology I ENV495H5FLEC0101,Havelka,Fall,2022,44,47,49,47,47,46,34,37,,46,30,7,ENV495H5
UMECO,Pricing Strategies ECO311H5FLEC0101,Deb,Fall,2022,44,43,45,44,44,44,28,42,,41,82,17,ECO311H5
UMMGT,Prin of Marketing MGT252H5FLEC0101,Goetz,Fall,2022,44,44,46,46,46,44,23,44,,46,60,9,MGT252H5
CHMPS,Principles of Physics I PHY146H5FLEC0101,Milstein,Fall,2022,44,43,39,39,37,33,4,32,,38,59,18,PHY146H5
MCS,Scalable Computing CSC409H5FLEC0101,Rosenbloom,Fall,2022,44,43,34,42,37,31,43,37,,4,54,15,CSC409H5
UMSOC,Sociology of Masculinities SOC347H5FLEC0101,Baker,Fall,2022,44,44,46,36,38,41,3,43,,39,54,10,SOC347H5
UMSOC,Sociology of Punishment SOC371H5FLEC0101,Canossini,Fall,2022,44,44,47,41,43,41,34,41,,39,50,8,SOC371H5
HISCL,The Holocaust HIS338H5FLEC0101,Wittmann,Fall,2022,44,49,4,36,35,36,41,34,,37,39,14,HIS338H5
ICC,Surveillance CCT365H5FLEC0101,Packer,Fall,2022,44,44,4,38,4,38,3,42,,46,15,5,CCT365H5
UMMGT,Strategy and Governance MGT437H5FLEC0101,Olatoye,Fall,2022,44,44,46,42,44,42,29,4,,33,30,11,MGT437H5
ENGDR,The Victorian Novel ENG325H5FLEC0101,Laughlin,Fall,2022,44,47,46,45,45,43,29,45,,41,43,16,ENG325H5
ICC,Topics Comm Culture Info Tech CCT490H5FLEC0101,Logan,Fall,2022,44,5,5,5,5,46,3,38,,4,12,5,CCT490H5
UMVIS,Topics in VCC VCC392H5FLEC0101,Heckel,Fall,2022,44,44,48,45,44,44,29,43,,45,49,8,VCC392H5
MCS,Linear Algebra II MAT224H5SLEC9102,Pawliuk,Winter,2022,44,44,45,45,45,43,31,39,,36,71,16,MAT224H5
CHMPS,Magmatic Sys  Igneous Petrolo ERS203H5SLEC9101,Ashwell,Winter,2022,44,48,49,43,45,4,39,4,,41,25,8,ERS203H5
FGI,Latin American Cinema SPA275H5SLEC9101,Armas Austria,Winter,2022,44,46,47,44,46,41,3,44,,43,16,7,SPA275H5
FGI,Language and Computers LIN340H5SLEC9101,Beekhuizen,Winter,2022,44,43,43,39,41,38,36,37,,4,22,11,LIN340H5
UMSOC,Legal Developments in Crim SOC338H5SLEC9101,Josic,Winter,2022,44,44,42,43,43,41,34,42,,43,57,10,SOC338H5
UMMGT,Managerial Acct II MGT323H5SLEC9101,Chattopadhyay,Winter,2022,44,45,44,41,41,39,31,4,,37,23,14,MGT323H5
ICC,Oral Rhetoric WRI330H5SLEC9101,Maharajh,Winter,2022,44,44,46,44,44,44,31,46,,39,17,10,WRI330H5
UMECO,Microecon Theory  Apps COM ECO204Y5YLEC9301,Yu,Winter,2022,44,46,49,42,42,41,36,42,,39,56,9,ECO204Y5
IMI,Mng Proj Op  Prep a Bus Plan IMI302H5SLEC0101,Jones,Winter,2022,44,41,44,39,41,41,32,4,,39,19,9,IMI302H5
FGI,Itali Fashion Theatre to Runwy ITA233H5SLEC9101,Grimaldi,Winter,2022,44,47,49,46,47,47,29,46,,45,141,40,ITA233H5
HISCL,Intro Euro History 13001815 HIS230H5SLEC9101,Cowan,Winter,2022,44,45,46,45,45,43,34,37,,38,70,18,HIS230H5
FGI,Intro to Education Studies EDS100H5SLEC9101,Danjoux,Winter,2022,44,45,47,42,43,42,27,43,,4,144,31,EDS100H5
MCS,Intro to Comp Science CSC148H5SLEC9102,Simion,Winter,2022,44,43,42,42,4,38,36,35,,39,143,36,CSC148H5
MCS,Intro to Comp Science CSC148H5SLEC9104,Allin,Winter,2022,44,44,44,39,4,36,36,33,,36,146,39,CSC148H5
FGI,Problem into Prototype EDS345H5SLEC9101,Coulson,Winter,2022,44,44,48,44,44,44,29,41,,39,53,14,EDS345H5
UMBIO,Selected Topics in Biology II BIO484H5SLEC0101,Nguyen Ba,Winter,2022,44,46,46,46,47,41,3,37,,41,10,7,BIO484H5
FGI,Romance Linguistics LIN369H5SLEC9101,Troberg,Winter,2022,44,41,44,42,41,38,35,36,,41,16,11,LIN369H5
UMVIS,Queerscps Screenscps Escps Gen CIN403H5SLEC9101,Wijaya,Winter,2022,44,45,48,48,48,43,3,44,,38,20,8,CIN403H5
ICC,Race Media and Culture CCT200H5SLEC9101,Chen,Winter,2022,44,46,45,46,47,42,28,44,,43,67,16,CCT200H5
HISCL,Read  Writ Wmn  Gen Stu WGS102H5SLEC9101,KurchinaTyson,Winter,2022,44,44,48,42,42,42,24,42,,39,35,9,WGS102H5
HISCL,Theories of Masculinity WGS353H5SLEC0101,May,Winter,2022,44,46,47,46,46,44,3,43,,46,50,14,WGS353H5
UMMGT,Sp Top in Management MGT417H5SLEC9101,Steck,Winter,2022,44,49,48,45,48,44,34,4,,39,10,8,MGT417H5
FGI,Spanish for Beginners SPA100Y5YLEC9201,Bijos,Winter,2022,44,44,44,46,43,42,32,42,,41,57,9,SPA100Y5
UMMGT,Sp Topics in Mgmt MGT415H5SLEC9101,Chattopadhyay,Winter,2022,44,45,43,43,45,42,32,43,,45,12,6,MGT415H5
UMECO,Special Topics in Economics ECO351H5SLEC0101,Deb,Winter,2022,44,41,4,44,44,4,31,4,,39,23,8,ECO351H5
FGI,Socioling 2nd Lang Tch/Lrn LTL456H5SLEC9101,Rehner,Winter,2022,44,44,48,36,38,4,34,42,,32,11,5,LTL456H5
UMSOC,Sociology of Punishment SOC371H5SLEC9101,Hunter,Winter,2022,44,45,44,42,43,44,29,46,,42,57,10,SOC371H5
UMVIS,Topics in Visual Culture VCC390H5SLEC0101,McKnight,Winter,2022,44,44,42,44,46,42,28,46,,46,28,5,VCC390H5
UMPOL,Topics International Relations POL305H5SLEC9101,Bumgardner,Winter,2022,44,44,44,41,41,42,31,41,,42,48,9,POL305H5
ANTRL,Theory  Meth in Molecular Ant ANT436H5SLEC9101,Abbatangelo,Winter,2022,44,46,48,42,41,43,32,44,,39,14,12,ANT436H5
HISCL,Women Since 1800 HIS310H5SLEC0101,Hamed,Winter,2022,44,47,48,42,44,44,3,44,,4,44,20,HIS310H5
CHMPS,Adv Topics Analy Chm CHM414H5FLEC6101,Piunno,Fall,2021,44,5,48,36,36,34,36,34,,36,15,5,CHM414H5
HISCL,Adv Topics Hist of Americas HIS494H5FLEC9101,Coleman,Fall,2021,44,44,39,42,46,4,4,41,,41,19,14,HIS494H5
FGI,Acquisition Grammar Diff Cont LIN385H5FLEC9101,Li,Fall,2021,44,45,43,45,45,44,31,41,,41,28,8,LIN385H5
MCS,Algorithm Design and Analysis CSC373H5FLEC9102,Zingaro,Fall,2021,44,42,4,37,34,36,42,33,,34,86,23,CSC373H5
UMSOC,Advanced Topics in Sociology SOC445H5FLEC0101,Kahil,Fall,2021,44,44,5,44,44,44,28,46,,46,18,5,SOC445H5
UMGGR,Cities in Transition GGR349H5FLEC9101,Walks,Fall,2021,44,45,44,43,43,43,37,41,,41,46,8,GGR349H5
MCS,Groups and Symmetries MAT301H5FLEC9102,Holden,Fall,2021,44,43,46,44,44,39,36,43,,4,78,9,MAT301H5
UMPHL,Human Nature PHL244H5FLEC0101,Pikkert,Fall,2021,44,46,5,4,4,43,26,44,,43,31,7,PHL244H5
UMPSY,Human Neuropsychology PSY393H5FLEC9101,Kosovicheva,Fall,2021,44,46,5,41,43,41,32,43,,41,50,9,PSY393H5
UMPOL,Ideas and Ideologies POL113H5FLEC0101,Amani,Fall,2021,44,44,48,42,44,42,28,38,,41,41,17,POL113H5
UMMGT,Financial Market Trading MGT435H5FPRA9102,Park,Fall,2021,44,44,46,43,43,44,34,41,,41,28,8,MGT435H5
ANTRL,Forensic Biology FSC315H5FLEC0101,Novroski,Fall,2021,44,46,43,41,4,43,36,39,,46,24,7,FSC315H5
UMGGR,Env Remote Sensing GGR337H5FLEC9101,Bonney,Fall,2021,44,46,47,44,45,44,33,44,,44,142,36,GGR337H5
CHMPS,Earth Materials ERS201H5FLEC9101,Ashwell,Fall,2021,44,47,49,45,45,42,39,41,,43,61,17,ERS201H5
MCS,Operating Systems CSC369H5FLEC9103,Simion,Fall,2021,44,43,46,37,42,36,46,33,,33,58,11,CSC369H5
FGI,Mus Dnc Hispanic Culture SPA235H5FLEC9101,Bijos,Fall,2021,44,46,44,41,43,43,36,41,,43,23,7,SPA235H5
UMPHL,Philosophy at the Movies PHL221H5FLEC9101,Fortney,Fall,2021,44,43,47,44,45,42,31,43,,4,84,15,PHL221H5
FGI,Pidgins Creoles  Mixed Lang LIN366H5FLEC9101,Nikiema,Fall,2021,44,49,44,49,49,44,33,43,,43,20,7,LIN366H5
FGI,Pidgins Creoles  Mixed Lang LIN366H5FLEC9101,Troberg,Fall,2021,44,49,47,49,49,44,33,43,,43,20,7,LIN366H5
ENGDR,Poetry and Modernism ENG350H5FLEC9101,Bouvier,Fall,2021,44,44,44,44,44,41,37,4,,42,25,19,ENG350H5
UMSOC,Policing SOC326H5FLEC0101,Bryan,Fall,2021,44,48,48,46,44,44,3,46,,48,25,5,SOC326H5
HISCL,Theor Women Gnder Sexuali Stud WGS200Y5YLEC9101,Bain,Fall,2021,44,44,47,43,42,4,33,39,,42,90,14,WGS200Y5
UMPSY,Theory Psychotherapy PSY343H5FLEC9101,Ayoub,Fall,2021,44,46,47,45,46,44,3,46,,45,126,28,PSY343H5
UMVIS,Taiwan New Wave in Our Time CIN305H5FLEC9101,Wijaya,Fall,2021,44,47,49,46,47,43,3,45,,43,35,17,CIN305H5
FGI,Talking Numbers LIN318H5FLEC9101,Denis,Fall,2021,44,46,47,48,47,43,31,41,,38,28,9,LIN318H5
UMPOL,State Plan  Markets POL309Y5FLEC9101,Day,Fall,2021,44,46,42,44,44,41,34,42,,45,62,26,POL309Y5
FGI,Reading Confucianism CHI408H5FLEC9101,Chen,Fall,2021,44,47,47,46,45,45,3,48,,45,34,10,CHI408H5
FGI,Intro to Education Studies EDS100H5FLEC9201,Danjoux,Fall,2021,44,45,5,43,43,45,24,47,,41,135,34,EDS100H5
MCS,Intro Theory Computation CSC236H5FLEC9101,Miljanovic,Fall,2021,44,43,45,43,43,41,35,38,,37,133,31,CSC236H5
CHMPS,Intro to Scientific Computing JCP265H5FLEC9101,Rauscher,Fall,2021,44,46,44,42,44,41,34,39,,42,24,10,JCP265H5
FGI,Intro to French Studies I FRE180H5FLEC9101,Cote,Fall,2021,44,44,47,4,39,43,29,46,,44,24,7,FRE180H5
FGI,Language  Gender JAL355H5FLEC9101,Denis,Fall,2021,44,46,5,42,4,42,3,44,,42,43,5,JAL355H5
FGI,Language  Society JAL253H5FLEC9101,Rehner,Fall,2021,44,45,47,43,45,43,27,45,,41,58,11,JAL253H5
UMBIO,Laboratory Animal Physiology BIO409H5FLEC9101,Wong,Fall,2021,44,44,43,41,41,4,38,38,,38,49,17,BIO409H5
UMPHL,Issues in Phil  Feminism PHL367H5FLEC9101,Fortney,Fall,2021,44,44,46,44,46,44,32,42,,39,50,12,PHL367H5
MCS,Math Intro to Game Theory MAT406H5FLEC9101,De Simoi,Fall,2021,44,47,43,44,43,43,34,41,,42,45,12,MAT406H5
FGI,Wisdom Life Trad Chinese Cultu CHI313H5FLEC9101,Chen,Summer,2021,44,44,46,44,46,4,32,4,,44,44,6,CHI313H5
ICC,Organizational Studies I DEM CCT224H5FLEC9101,Naimi,Summer,2021,44,43,44,4,4,39,35,36,,35,23,8,CCT224H5
UMPSY,Intro Psychology PSY100Y5FLEC9101,Urbszat,Summer,2021,44,43,41,4,37,37,38,38,,4,57,19,PSY100Y5
UMPSY,Human Neuropsychology PSY393H5FLEC9101,Kosovicheva,Summer,2021,44,46,47,44,45,44,33,42,,44,37,12,PSY393H5
HISCL,Intr to Feminism  Pop Culture WGS205H5FLEC9101,May,Summer,2021,44,45,48,45,44,44,33,45,,45,61,15,WGS205H5
UMPOL,Politics in the Global World POL114H5FLEC9101,Cavoukian,Summer,2021,44,44,47,44,44,42,29,44,,42,56,11,POL114H5
ANTRL,WN Sleep evo perf 21st cent ANT402H5FLEC9101,Samson,Fall,2021,44,46,43,36,35,4,35,4,,41,28,8,ANT402H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC0105,BlaauwHara,Fall,2021,44,5,5,5,5,48,3,5,,42,26,5,ISP100H5
ISUP,Wrtng Univ  Beyond Wrtng ISP100H5FLEC0109,Seeley,Fall,2021,44,42,49,45,44,42,29,4,,36,21,12,ISP100H5
UMMGT,Business Finance I MGT231H5FLEC9101,Yung,Summer,2021,44,46,48,44,44,44,28,44,,44,12,5,MGT231H5
UMBIO,Digi Forens Facial Reconstruct HSC405H5FLEC9101,Dryer,Summer,2021,44,46,49,47,49,44,3,43,,41,21,7,HSC405H5
ANTRL,Adv Sem Sociocultr  Ling Anth ANT433H5SLEC9101,Wool,Winter,2021,44,42,42,4,44,4,26,46,,44,16,5,ANT433H5
UMBIO,Adv Writ Communic Health Care HSC406H5SLEC9101,Selkirk,Winter,2021,44,44,4,46,48,44,34,42,,42,20,5,HSC406H5
HISCL,Topics Women  Gender Studies WGS337H5SLEC9101,Davis,Summer,2021,44,45,49,45,46,45,31,45,,44,41,14,WGS337H5
ANTRL,Tech of Crime Scene Invest FSC303H5SLEC9101,Piekny,Summer,2021,44,46,44,4,41,41,31,41,,39,23,7,FSC303H5
FGI,Bilingualism Multi Lang Acquis FRE388H5SLEC9101,Steele,Winter,2021,44,46,4,34,38,38,44,32,,4,16,5,FRE388H5
ANTRL,Best Practices in Forensic Sci FSC330H5SLEC9101,Woodall,Winter,2021,44,46,47,45,45,45,27,47,,42,53,25,FSC330H5
MCS,Differential Calculus MAT135H5YLEC9102,Burazin,Summer,2021,44,45,48,45,42,43,33,39,,38,56,14,MAT135H5
UMPSY,Human Memory World within Mind PSY372H5SLEC9101,Fukuda,Summer,2021,44,45,47,4,44,37,3,34,,4,31,7,PSY372H5
UMPSY,Psychology of The Law PSY328H5SLEC9101,Urbszat,Summer,2021,44,45,45,42,45,4,31,42,,42,88,13,PSY328H5
MCS,Linear Algebra I MAT223H5YLEC9101,Herman,Summer,2021,44,46,46,46,46,46,31,37,,36,72,12,MAT223H5
UMPSY,Psy of the Self PSY325H5FLEC0101,Huggon,Summer,2024,44,49,50,46,49,49,30,44,,43,36,7,PSY325H5
HISCL,Religion and Violence RLG316H5FLEC0101,Alibertis,Summer,2024,44,46,48,45,44,45,30,45,,44,63,32,RLG316H5
UMVIS,Top in Modern Art/Architecture FAH392H5FLEC0101,Liu,Summer,2024,44,45,44,45,44,43,31,41,,38,32,8,FAH392H5
UMPOL,Topics Internat Relations POL487H5FLEC0101,Mirza,Summer,2024,44,44,49,44,43,43,33,44,,43,11,7,POL487H5
ANTRL,Bio Anthro Human Variation ANT202H5SLEC0101,Abbatangelo,Summer,2024,44,43,48,44,46,45,29,42,,4,32,23,ANT202H5
ICC,Data Analysis I CCT226H5SLEC0101,Maharaj,Summer,2024,44,38,44,4,4,42,34,44,,42,11,5,CCT226H5
MCS,Differential Calculus MAT135H5YLEC0101,Resch,Summer,2024,44,46,49,47,47,46,31,41,,39,114,54,MAT135H5
UMBIO,Diversity of Organisms BIO153H5SLEC0101,Banerjee,Summer,2024,44,47,49,47,44,46,31,42,,42,31,18,BIO153H5
UMBIO,Ornithology BIO326H5FLEC0101,Swartwout,Summer,2024,44,45,45,44,45,43,25,50,,44,42,8,BIO326H5
UMECO,Interntl Trade Theory ECO364H5FLEC0101,Gagnon,Summer,2024,44,45,47,47,47,44,28,44,,39,116,28,ECO364H5
ENGDR,Fantasy Literature ENG238H5FLEC0101,Raby,Summer,2024,44,45,45,45,46,43,27,44,,42,20,15,ENG238H5
ENGDR,British Lit in the World I ENG202H5FLEC0101,Meyer,Summer,2024,44,46,48,42,43,41,33,40,,39,52,33,ENG202H5
ANTRL,Adv Forensic Ident FSC302H5SLEC0101,Knaap,Winter,2024,44,41,45,46,46,42,28,46,,43,51,20,FSC302H5
CHMPS,Adv Topics Analy Chm CHM414H5SLEC0101,Ogata,Winter,2024,44,45,46,44,44,41,31,41,,43,25,10,CHM414H5
UMBIO,Adv Visual Media Anthropology HSC404H5SLEC0101,Saharan,Winter,2024,44,44,47,44,42,4,35,39,,35,47,11,HSC404H5
CHMPS,Analy Phy Chm Instr Lab II CHM397H5SPRA0101,Piunno,Winter,2024,44,46,46,43,43,4,37,35,,4,9,7,CHM397H5
MCS,Intro Combinatorics MAT344H5YLEC0101,Pawliuk,Summer,2024,44,43,45,42,44,4,33,42,,41,90,22,MAT344H5
UMMGT,Coding  Data Management MGT301H5SLEC0102,Trippen,Winter,2024,44,45,44,44,45,41,34,38,,36,40,10,MGT301H5
ICC,Comm in a World of Data WRI363H5SLEC0101,Mahetaji,Winter,2024,44,46,5,46,46,46,28,46,,44,34,31,WRI363H5
MCS,Calculus of Several Variables MAT232H5SLEC0101,Herman,Winter,2024,44,45,45,44,44,42,32,38,,38,102,19,MAT232H5
FGI,Adv Lang Practice Spoken FRE FRE383H5SLEC0101,Cote,Winter,2024,44,41,48,45,43,43,25,44,,43,29,19,FRE383H5
UMECO,Economics of Financ Risk Mgt ECO461H5SLEC0101,Yung,Winter,2024,44,43,47,44,44,42,32,42,,44,15,9,ECO461H5
ICC,Documentary Practices CCT454H5SPRA0101,Topouzova,Winter,2024,44,41,44,42,46,43,34,44,,46,20,9,CCT454H5
ICC,Drones Robots Artificial Int CCT431H5SLEC0101,Packer,Winter,2024,44,46,46,46,44,42,34,4,,42,22,5,CCT431H5
MCS,Data Struct Analys CSC263H5SLEC0101,Ashraf,Winter,2024,44,42,43,4,4,37,34,38,,36,93,23,CSC263H5
UMSOC,Criminal Justice  Inequality SOC322H5SLEC0101,OwusuBempah,Winter,2024,44,45,45,44,44,42,31,42,,41,56,20,SOC322H5
ENGDR,Crit Approaches to Literature ENG280H5SLEC0101,Laughlin,Winter,2024,44,44,47,45,44,42,35,4,,39,96,20,ENG280H5
MCS,Data Analysis STA441H5SLEC0101,Brunner,Winter,2024,44,45,44,47,46,44,36,42,,41,88,17,STA441H5
ENGDR,Creative Writing Prose ENG374H5SLEC0101,Bowenpalle,Winter,2024,44,46,44,42,44,44,3,42,,44,12,5,ENG374H5
ENGDR,Creative Writing Prose ENG374H5SLEC0102,LeePopham,Winter,2024,44,41,49,43,45,43,25,43,,4,24,10,ENG374H5
